xName,Manning Name,HGNC Name,Kinase Name,Group,Family,SubFamily,UniprotID,chembl_targets,type
BRSK1,BRSK1,BRSK1,Serine/threonine-protein kinase BRSK1,CAMK,CAMKL,BRSK,Q8TDC3,CHEMBL5650,SINGLE PROTEIN
SIK,SIK,SIK1,Serine/threonine-protein kinase SIK1,CAMK,CAMKL,QIK,P57059,CHEMBL6082,SINGLE PROTEIN
KSR2,KSR2,KSR2,Kinase suppressor of Ras 2,TKL,RAF,,Q6VAB6,CHEMBL3627583,SINGLE PROTEIN
RIOK3,RIOK3,RIOK3,Serine/threonine-protein kinase RIO3,Atypical,RIO,RIO3,O14730,CHEMBL5659,SINGLE PROTEIN
ADCK3,ADCK3,ADCK3,Chaperone activity of bc1 complex-like,Atypical,ABC1,ABC1-A,Q8NI60,CHEMBL5550,SINGLE PROTEIN
RIOK1,RIOK1,RIOK1,Serine/threonine-protein kinase RIO1,Atypical,RIO,RIO1,Q9BRS2,CHEMBL5975,SINGLE PROTEIN
YANK1,YANK1,STK32A,Serine/threonine-protein kinase 32A,AGC,YANK,,Q8WU08,CHEMBL6150,SINGLE PROTEIN
SNRK,SNRK,SNRK,SNF-related serine/threonine-protein kinase,CAMK,CAMKL,SNRK,Q9NRH2,CHEMBL1908384,SINGLE PROTEIN
EphA10,EphA10,EPHA10,Ephrin type-A receptor 10,TK,Eph,,Q5JZY3,CHEMBL2363043,PROTEIN FAMILY
MYO3A,MYO3A,MYO3A,Myosin-IIIa,STE,STE20,NinaC,Q8NEV4,CHEMBL5546,SINGLE PROTEIN
Wnk3,Wnk3,WNK3,Serine/threonine-protein kinase WNK3,Other,WNK,,Q9BYP7,CHEMBL6055,SINGLE PROTEIN
NEK10,NEK10,NEK10,Serine/threonine-protein kinase Nek10,Other,NEK,,Q6ZWH5,CHEMBL3108655,SINGLE PROTEIN
EphA6,EphA6,EPHA6,Ephrin type-A receptor 6,TK,Eph,,Q9UF33,CHEMBL4526,SINGLE PROTEIN
EphA6,EphA6,EPHA6,Ephrin type-A receptor 6,TK,Eph,,Q9UF33,CHEMBL2363043,PROTEIN FAMILY
CK1g1,CK1g1,CSNK1G1,Casein kinase I isoform gamma-1,CK1,CK1,,Q9HCP0,CHEMBL2426,SINGLE PROTEIN
CK1g1,CK1g1,CSNK1G1,Casein kinase I isoform gamma-1,CK1,CK1,,Q9HCP0,CHEMBL2111458,PROTEIN FAMILY
SgK269,SgK269,PEAK1,Pseudopodium-enriched atypical kinase 1,Other,NKF3,,Q9H792,CHEMBL3627585,SINGLE PROTEIN
SBK,SBK,SBK1,Serine/threonine-protein kinase SBK1,Other,NKF1,,Q52WX2,CHEMBL1163129,SINGLE PROTEIN
SgK396,SgK396,STK31,Serine/threonine-protein kinase 31,Other,Other-Unique,,Q9BXU1,CHEMBL6151,SINGLE PROTEIN
SgK288,SgK288,ANKK1,Ankyrin repeat and protein kinase domain-containing protein 1,TKL,RIPK,,Q8NFD2,CHEMBL5547,SINGLE PROTEIN
CaMK1b,CaMK1b,PNCK,Calcium/calmodulin-dependent protein kinase type 1B,CAMK,CAMK1,,Q6P2M8,CHEMBL3627592,SINGLE PROTEIN
SMG1,SMG1,SMG1,Serine/threonine-protein kinase SMG1,Atypical,PIKK,SMG1,Q96Q15,CHEMBL1795195,SINGLE PROTEIN
skMLCK,skMLCK,MYLK2,Myosin light chain kinase 2,CAMK,MLCK,,Q9H1R3,CHEMBL2777,SINGLE PROTEIN
MAP3K7,MAP3K7,MAP3K15,Mitogen-activated protein kinase kinase kinase 15,STE,STE11,,Q6ZN16,CHEMBL1163127,SINGLE PROTEIN
LRRK2,LRRK2,LRRK2,Leucine-rich repeat serine/threonine-protein kinase 2,TKL,LRRK,,Q5S007,CHEMBL1075104,SINGLE PROTEIN
MLK4,MLK4,,Mitogen-activated protein kinase kinase kinase MLK4,TKL,MLK,MLK,Q5TCX8,CHEMBL3627584,SINGLE PROTEIN
Haspin,Haspin,GSG2,Serine/threonine-protein kinase haspin,Other,Haspin,,Q8TF76,CHEMBL1075163,SINGLE PROTEIN
CRIK,CRIK,CIT,Citron Rho-interacting kinase,AGC,DMPK,,O14578,CHEMBL5579,SINGLE PROTEIN
CaMKK1,CaMKK1,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1,Other,CAMKK,CAMKK-Meta,Q8N5S9,CHEMBL5256,SINGLE PROTEIN
MAST4,MAST4,MAST4,Microtubule-associated serine/threonine-protein kinase 4,AGC,MAST,,O15021,CHEMBL2417351,SINGLE PROTEIN
CaMK2d,CaMK2d,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK,CAMK2,,Q13557,CHEMBL2097164,PROTEIN FAMILY
CaMK2d,CaMK2d,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK,CAMK2,,Q13557,CHEMBL2801,SINGLE PROTEIN
BIKE,BIKE,BMP2K,BMP-2-inducible protein kinase,Other,NAK,,Q9NSY1,CHEMBL4522,SINGLE PROTEIN
TSSK1,TSSK1,TSSK1B,Testis-specific serine/threonine-protein kinase 1,CAMK,TSSK,,Q9BXA7,CHEMBL6003,SINGLE PROTEIN
SgK085,SgK085,MYLK4,Myosin light chain kinase family member 4,CAMK,MLCK,,Q86YV6,CHEMBL5426,SINGLE PROTEIN
DAPK3,DAPK3,DAPK3,Death-associated protein kinase 3,CAMK,DAPK,,O43293,CHEMBL2468,SINGLE PROTEIN
Wee1B,Wee1B,WEE2,Wee1-like protein kinase 2,Other,WEE,,P0C1S8,CHEMBL5095,SINGLE PROTEIN
RNAseL,RNAseL,RNASEL,2-5A-dependent ribonuclease,Other,Other-Unique,,Q05823,CHEMBL3575,SINGLE PROTEIN
ChaK2,ChaK2,TRPM6,Transient receptor potential cation channel subfamily M member 6,Atypical,Alpha,ChaK,Q9BX84,CHEMBL1628470,SINGLE PROTEIN
RIOK2,RIOK2,RIOK2,Serine/threonine-protein kinase RIO2,Atypical,RIO,RIO2,Q9BVS4,CHEMBL6000,SINGLE PROTEIN
BRD2,BRD2,BRD2,Bromodomain-containing protein 2,Atypical,BRD,,P25440,CHEMBL1293289,SINGLE PROTEIN
BRD3,BRD3,BRD3,Bromodomain-containing protein 3,Atypical,BRD,,Q15059,CHEMBL1795186,SINGLE PROTEIN
BRD4,BRD4,BRD4,BRD4 protein,Atypical,BRD,,O60885,CHEMBL1163125,SINGLE PROTEIN
BRD4,BRD4,BRD4,BRD4 protein,Atypical,BRD,,O60885,CHEMBL4106143,PROTEIN COMPLEX
BRDT,BRDT,BRDT,Bromodomain testis-specific protein,Atypical,BRD,,Q58F21,CHEMBL1795185,SINGLE PROTEIN
ADCK5,ADCK5,ADCK5,Uncharacterized aarF domain-containing protein kinase 5,Atypical,ABC1,ABC1-D,Q3MIX3,CHEMBL4105886,SINGLE PROTEIN
TIF1a,TIF1a,TRIM24,Transcription intermediary factor 1-alpha,Atypical,TIF1,,O15164,CHEMBL3108638,SINGLE PROTEIN
TIF1b,TIF1b,TRIM28,Transcription intermediary factor 1-beta,Atypical,TIF1,,Q13263,CHEMBL3769297,SINGLE PROTEIN
TIF1g,TIF1g,TRIM33,E3 ubiquitin-protein ligase TRIM33,Atypical,TIF1,,Q9UPN9,CHEMBL2176772,SINGLE PROTEIN
PAN3,PAN3,PAN3,PAB-dependent poly(A)-specific ribonuclease subunit 3,Other,PAN3,,Q58A45,CHEMBL4105985,SINGLE PROTEIN
TAF1,TAF1,TAF1,Transcription initiation factor TFIID subunit 1,Atypical,TAF1,,P21675,CHEMBL3217390,SINGLE PROTEIN
TAF1L,TAF1L,TAF1L,Transcription initiation factor TFIID subunit 1-like,Atypical,TAF1,,Q8IZX4,CHEMBL3108641,SINGLE PROTEIN
BCR,BCR,BCR,Breakpoint cluster region protein,Atypical,BCR,,P11274,CHEMBL5146,SINGLE PROTEIN
BCR,BCR,BCR,Breakpoint cluster region protein,Atypical,BCR,,P11274,CHEMBL2096618,CHIMERIC PROTEIN
Col4A3BP,Col4A3BP,COL4A3BP,Collagen type IV alpha-3-binding protein,Atypical,Col4A3BP,,Q9Y5P4,CHEMBL3399913,SINGLE PROTEIN
BAZ1A,BAZ1A,BAZ1A,Bromodomain adjacent to zinc finger domain protein 1A,Atypical,BAZ,,Q9NRL2,CHEMBL4105737,SINGLE PROTEIN
BAZ1B,BAZ1B,BAZ1B,Tyrosine-protein kinase BAZ1B,Atypical,BAZ,,Q9UIG0,CHEMBL3588730,SINGLE PROTEIN
